Date,Cash,PositionsValue,Equity
2020-11-02,418408.28148551285,794851.9299926758,1213260.2114781886
2020-11-03,615770.2728038722,604804.9981689453,1220575.2709728177
2020-11-04,209354.38986393085,1017296.3023681641,1226650.692232095
2020-11-05,209354.38986393085,1035106.2530517578,1244460.6429156887
2020-11-06,209354.38986393085,1033131.797668457,1242486.187532388
2020-11-09,209354.38986393085,1055484.0885620117,1264838.4784259426
2020-11-10,209354.38986393085,1075299.9466247559,1284654.3364886867
2020-11-11,209354.38986393085,1093652.0538330078,1303006.4436969387
2020-11-12,209354.38986393085,1085782.0242919922,1295136.414155923
2020-11-13,209354.38986393085,1095632.1387329102,1304986.528596841
2020-11-14,410943.4966603175,898710.7566223145,1309654.253282632
2020-11-17,675875.8960143556,640390.5329284668,1316266.4289428224
2020-11-18,223315.73790366843,1115328.612854004,1338644.3507576725
2020-11-19,223315.73790366843,1090380.3019866943,1313696.0398903629
2020-11-20,432453.3448217795,886430.4633560181,1318883.8081777976
2020-11-23,256629.60099834204,1083263.549495697,1339893.150494039
2020-11-24,256629.60099834204,1094372.614517212,1351002.215515554
2020-11-25,256629.60099834204,1081150.2802124023,1337779.8812107444
2020-11-26,433247.63966822997,912391.6169090271,1345639.256577257
2020-11-27,454298.1156086597,901304.3110809326,1355602.4266895922
2020-12-01,279333.6120031666,1087131.0195770264,1366464.631580193
2020-12-02,279333.6120031666,1103408.9657554626,1382742.5777586293
2020-12-03,279333.6120031666,1124088.3321800232,1403421.94418319
2020-12-04,279333.6120031666,1120443.2906074524,1399776.902610619
2020-12-07,279333.6120031666,1115975.4414367676,1395309.0534399343
2020-12-08,279333.6120031666,1111276.7092437744,1390610.321246941
2020-12-09,279333.6120031666,1111525.891368866,1390859.5033720327
2020-12-10,279333.6120031666,1110229.349346161,1389562.9613493276
2020-12-11,279333.6120031666,1115430.8865203857,1394764.4985235524
2020-12-14,279333.6120031666,1109732.9605903625,1389066.5725935292
2020-12-15,279333.6120031666,1125887.5611305237,1405221.1731336904
2020-12-16,279333.6120031666,1133504.772781372,1412838.3847845388
2020-12-17,785671.7376030933,623338.9387054443,1409010.6763085376
2020-12-18,252588.94601031987,1166465.493057251,1419054.439067571
2020-12-21,612921.1116152089,747207.4615478516,1360128.5731630605
2020-12-22,1077579.9027120764,275350.29638671875,1352930.1990987952
2020-12-23,565908.6361928382,812366.8116455078,1378275.447838346
2020-12-24,59459.70838951788,1335183.5739440918,1394643.2823336096
2020-12-28,59459.70838951788,1337597.6609649658,1397057.3693544837
2020-12-29,59459.70838951788,1345901.91796875,1405361.6263582679
2020-12-30,59459.70838951788,1345880.102859497,1405339.811249015
2020-12-31,59459.70838951788,1352673.3393554688,1412133.0477449866
2021-01-01,59459.70838951788,1358791.5392913818,1418251.2476808997
2021-01-04,59459.70838951788,1381880.602432251,1441340.3108217688
2021-01-05,59459.70838951788,1390081.0030822754,1449540.7114717932
2021-01-06,59459.70838951788,1385911.097000122,1445370.80538964
2021-01-07,59459.70838951788,1372156.5770874023,1431616.2854769202
2021-01-08,346124.93431351625,1114906.84765625,1461031.7819697661
2021-01-11,111682.53031351627,1389248.1233520508,1500930.653665567
2021-01-12,111682.53031351627,1383859.900756836,1495542.4310703522
2021-01-13,111682.53031351627,1376943.344543457,1488625.8748569733
2021-01-14,412329.6061551904,1061600.8874816895,1473930.4936368798
2021-01-15,665499.084066994,801912.0568237305,1467411.1408907245
2021-01-18,703524.5798055169,762673.0399017334,1466197.6197072503
2021-01-19,494952.7008354486,997589.4402160645,1492542.1410515131
2021-01-20,192621.51933984313,1318482.2917785645,1511103.8111184076
2021-01-21,192621.51933984313,1320360.459564209,1512981.9789040522
2021-01-22,192621.51933984313,1304805.981842041,1497427.5011818842
2021-01-25,192621.51933984313,1305155.8481750488,1497777.367514892
2021-01-27,481630.712015538,996568.7361450195,1478199.4481605575
2021-01-28,481630.712015538,981157.9213867188,1462788.6334022568
2021-01-29,758815.0362939198,687720.9769897461,1446536.0132836658
2021-02-01,935021.9012105125,500857.8992919922,1435879.8005025047
2021-02-02,519266.44596655574,995346.3685302734,1514612.8144968292
2021-02-03,333267.7659665558,1197891.3962402344,1531159.1622067902
2021-02-04,333267.7659665558,1214118.941040039,1547386.7070065949
2021-02-05,333267.7659665558,1226304.7127075195,1559572.4786740753
2021-02-08,333267.7659665558,1252151.736328125,1585419.5022946808
2021-02-09,333267.7659665558,1249729.53125,1582997.2972165558
2021-02-10,333267.7659665558,1254740.5164794922,1588008.282446048
2021-02-11,333267.7659665558,1248199.871520996,1581467.637487552
2021-02-12,333267.7659665558,1255037.8280639648,1588305.5940305206
2021-02-15,621902.8819837433,988243.3302612305,1610146.2122449738
2021-02-16,409158.01794116513,1198711.6235961914,1607869.6415373567
2021-02-17,409158.01794116513,1204559.456665039,1613717.4746062043
2021-02-18,409158.01794116513,1200647.4226074219,1609805.4405485871
2021-02-19,660850.1379309488,930243.8702392578,1591094.0081702066
2021-02-22,912036.2956505188,669604.6752929688,1581640.9709434877
2021-02-23,701067.6556505188,895785.913269043,1596853.5689195618
2021-02-24,513484.4315169129,1104760.8313446045,1618245.2628615173
2021-02-25,513484.4315169129,1136453.4754180908,1649937.9069350036
2021-02-26,718769.0852356292,888445.8731384277,1607214.958374057
2021-03-01,718769.0852356292,903888.8422393799,1622657.927475009
2021-03-02,718769.0852356292,915108.9154968262,1633878.0007324554
2021-03-03,727242.3962002533,945805.1493225098,1673047.545522763
2021-03-04,436287.13348228455,1235831.0864257812,1672118.2199080659
2021-03-05,436287.13348228455,1215973.637512207,1652260.7709944916
2021-03-08,436287.13348228455,1221633.3844451904,1657920.517927475
2021-03-09,436287.13348228455,1209638.9075622559,1645926.0410445405
2021-03-10,662664.4342582638,985066.7409515381,1647731.1752098019
2021-03-12,336747.9035942013,1300631.3330993652,1637379.2366935667
2021-03-15,336747.9035942013,1300709.0429382324,1637456.9465324339
2021-03-16,336747.9035942013,1296109.9774475098,1632857.8810417112
2021-03-17,576491.1947519728,1032152.5123596191,1608643.707111592
2021-03-18,851649.0964122267,732745.8322753906,1584394.9286876172
2021-03-19,851649.0964122267,752134.3965759277,1603783.4929881543
2021-03-22,320842.1628841384,1317339.7210235596,1638181.883907698
2021-03-23,320842.1628841384,1307007.3500823975,1627849.512966536
2021-03-24,320842.1628841384,1275283.9098358154,1596126.072719954
2021-03-25,735628.244978572,848460.1478881836,1584088.3928667556
2021-03-26,735628.244978572,851569.5206604004,1587197.7656389724
2021-03-30,735628.244978572,879741.1682281494,1615369.4132067214
2021-03-31,241821.51537857205,1392749.7560577393,1634571.2714363113
2021-04-01,475999.80932769726,1180089.4933013916,1656089.302629089
2021-04-05,256548.0939807246,1412413.6705474854,1668961.76452821
2021-04-06,256548.0939807246,1419031.167312622,1675579.2612933468
2021-04-07,256548.0939807246,1437565.1515197754,1694113.2455005
2021-04-08,520753.28577711876,1199166.7756958008,1719920.0614729195
2021-04-09,310088.88897711877,1427263.8767089844,1737352.7656861031
2021-04-12,615998.0021176324,1075567.5662231445,1691565.568340777
2021-04-13,951045.75517232,753795.3898773193,1704841.1450496393
2021-04-15,951045.75517232,759637.0800323486,1710682.8352046686
2021-04-16,951045.75517232,756216.5724945068,1707262.3276668268
2021-04-19,951045.75517232,748281.8564910889,1699327.6116634088
2021-04-20,951045.75517232,752348.3996429443,1703394.1548152643
2021-04-22,1246978.8142934137,461907.55850219727,1708886.372795611
2021-04-23,1246978.8142934137,460969.44299316406,1707948.2572865777
2021-04-26,1246978.8142934137,472194.4380187988,1719173.2523122125
2021-04-27,1246978.8142934137,484991.06272888184,1731969.8770222955
2021-04-28,933623.6225191948,800609.9754943848,1734233.5980135796
2021-04-29,649837.570660906,1140533.281387329,1790370.852048235
2021-04-30,431935.3882609061,1373687.2595062256,1805622.6477671317
2021-05-03,693016.0027993949,1121071.1719970703,1814087.1747964653
2021-05-04,388529.10396785196,1431917.9591674805,1820447.0631353324
2021-05-05,388529.10396785196,1441767.9570922852,1830297.061060137
2021-05-06,388529.10396785196,1446642.5602416992,1835171.6642095512
2021-05-07,388529.10396785196,1470303.2786865234,1858832.3826543754
2021-05-10,388529.10396785196,1484417.0285644531,1872946.132532305
2021-05-11,388529.10396785196,1464562.8314208984,1853091.9353887504
2021-05-12,388529.10396785196,1436546.308959961,1825075.412927813
2021-05-14,388529.10396785196,1432642.7556762695,1821171.8596441215
2021-05-17,388529.10396785196,1450659.4766845703,1839188.5806524223
2021-05-18,388529.10396785196,1459716.0637817383,1848245.1677495902
2021-05-19,388529.10396785196,1452191.2341918945,1840720.3381597465
2021-05-20,388529.10396785196,1443135.382446289,1831664.486414141
2021-05-21,388529.10396785196,1458631.1500854492,1847160.2540533012
2021-05-24,388529.10396785196,1451773.2143554688,1840302.3183233207
2021-05-25,388529.10396785196,1465968.8892211914,1854497.9931890434
2021-05-26,388529.10396785196,1477542.735961914,1866071.839929766
2021-05-27,722755.9044471488,1144173.875366211,1866929.7798133597
2021-05-28,956863.2700327445,909208.8462219238,1866072.1162546682
2021-05-31,865930.9542565726,998230.3795471191,1864161.333803692
2021-06-01,119700.55651907268,1753636.339263916,1873336.8957829888
2021-06-02,444292.68296926795,1437119.3844604492,1881412.0674297172
2021-06-03,167856.90692668984,1722260.4155578613,1890117.3224845512
2021-06-04,167856.90692668984,1722917.7936096191,1890774.700536309
2021-06-07,167856.90692668984,1750357.435180664,1918214.342107354
2021-06-08,167856.90692668984,1748838.5923461914,1916695.4992728813
2021-06-09,167856.90692668984,1730954.974822998,1898811.881749688
2021-06-10,167856.90692668984,1739001.8905639648,1906858.7974906547
2021-06-11,167856.90692668984,1743481.5370788574,1911338.4440055473
2021-06-14,425049.07757498533,1463751.6883544922,1888800.7659294775
2021-06-15,45227.46317498537,1854593.2164916992,1899820.6796666845
2021-06-16,45227.46317498537,1843796.6297607422,1889024.0929357274
2021-06-17,45227.46317498537,1855743.0661315918,1900970.529306577
2021-06-18,347121.3738011981,1540106.5387878418,1887227.91258904
2021-06-21,784.5258011981496,1898491.867980957,1899276.3937821551
2021-06-22,784.5258011981496,1898365.9760437012,1899150.5018448993
2021-06-23,784.5258011981496,1877072.032043457,1877856.5578446551
2021-06-24,784.5258011981496,1896826.5136413574,1897611.0394425555
2021-06-25,742421.5614574482,1137795.8110351562,1880217.3724926044
2021-06-28,643.4194547138177,1892633.51171875,1893276.9311734638
2021-06-29,381528.9670547138,1505571.8757324219,1887100.8427871356
2021-06-30,381528.9670547138,1506664.6086425781,1888193.5756972919
2021-07-01,381528.9670547138,1504783.6076660156,1886312.5747207294
2021-07-02,3577.264380495064,1897691.3117675781,1901268.5761480732
2021-07-05,3577.264380495064,1905760.5163574219,1909337.780737917
2021-07-06,3577.264380495064,1892601.759765625,1896179.02414612
2021-07-07,3577.264380495064,1895187.1125488281,1898764.3769293232
2021-07-08,3577.264380495064,1876035.3703613281,1879612.6347418232
2021-07-09,3577.264380495064,1874346.1469726562,1877923.4113531513
2021-07-12,3577.264380495064,1877111.2971191406,1880688.5614996357
2021-07-13,401855.4741129169,1479415.4230957031,1881270.89720862
2021-07-14,373866.67532151064,1501785.6884765625,1875652.363798073
2021-07-15,1235.4966601825436,1896425.7917480469,1897661.2884082294
2021-07-16,1235.4966601825436,1901597.6916503906,1902833.188310573
2021-07-19,355734.5962594009,1531057.3894042969,1886791.9856636978
2021-07-20,375605.4284250259,1502376.4014892578,1877981.8299142837
2021-07-22,805.8284250259749,1909990.7413330078,1910796.5697580338
2021-07-23,805.8284250259749,1894749.6396484375,1895555.4680734635
2021-07-26,805.8284250259749,1896218.6899414062,1897024.5183664323
2021-07-27,369287.6131324479,1496356.8591308594,1865644.4722633073
2021-07-28,408446.8908484001,1465779.083984375,1874225.974832775
2021-07-29,786193.1625195362,1106973.7172851562,1893166.8798046925
2021-07-30,574230.2546209034,1348683.454650879,1922913.7092717823
2021-08-02,241468.90256235847,1722028.0762939453,1963496.9788563037
2021-08-03,241468.90256235847,1738698.3083190918,1980167.2108814502
2021-08-04,241468.90256235847,1720119.427368164,1961588.3299305225
2021-08-05,241468.90256235847,1720029.1304016113,1961498.0329639697
2021-08-06,241468.90256235847,1712936.3498382568,1954405.2524006153
2021-08-09,607173.2601115772,1334720.8394470215,1941894.0995585988
2021-08-10,221034.98912593268,1722490.4580230713,1943525.4471490039
2021-08-11,221034.98912593268,1731465.8493652344,1952500.838491167
2021-08-12,221034.98912593268,1751514.8764343262,1972549.8655602587
2021-08-13,221034.98912593268,1762247.8081207275,1983282.79724666
2021-08-16,221034.98912593268,1767686.2967529297,1988721.2858788623
2021-08-17,221034.98912593268,1776810.7174682617,1997845.7065941943
2021-08-18,584117.6049274951,1405539.1605987549,1989656.76552625
2021-08-20,821620.6221900011,1120796.331237793,1942416.953427794
2021-08-23,38094.30219000112,1957439.2940826416,1995533.5962726427
2021-08-24,38094.30219000112,1989430.5002746582,2027524.8024646593
2021-08-25,38094.30219000112,1989236.5243988037,2027330.8265888048
2021-08-26,38094.30219000112,1993863.4942626953,2031957.7964526964
2021-08-27,38094.30219000112,1999683.9389190674,2037778.2411090685
2021-08-30,354916.6959727648,1705466.8308105469,2060383.5267833117
2021-08-31,428379.1906930908,1659856.1727294922,2088235.3634225829
2021-09-01,34264.15069309081,2079156.4831542969,2113420.6338473875
2021-09-02,34264.15069309081,2098561.8723754883,2132826.023068579
2021-09-03,34264.15069309081,2097620.063354492,2131884.214047583
2021-09-06,34264.15069309081,2101101.4776000977,2135365.6282931883
2021-09-07,34264.15069309081,2085867.6502685547,2120131.8009616453
2021-09-08,460849.75167912594,1660302.2838745117,2121152.035553638
2021-09-09,37329.87458225101,2091831.8596191406,2129161.7342013917
2021-09-13,37329.87458225101,2092723.4396972656,2130053.3142795167
2021-09-14,37329.87458225101,2092555.560913086,2129885.435495337
2021-09-15,37329.87458225101,2090024.0700683594,2127353.9446506104
2021-09-16,37329.87458225101,2084889.7786865234,2122219.6532687745
2021-09-17,464781.5282785411,1645802.7091064453,2110584.2373849866
2021-09-20,44458.32512893173,2074376.7156982422,2118835.0408271737
2021-09-21,1251089.726254677,862667.5942382812,2113757.320492958
2021-09-22,45197.54449708422,2111000.219390869,2156197.7638879535
2021-09-23,45197.54449708422,2143609.0834350586,2188806.627932143
2021-09-24,45197.54449708422,2132864.160675049,2178061.705172133
2021-09-27,45197.54449708422,2150606.9603271484,2195804.504824233
2021-09-28,45197.54449708422,2148609.27104187,2193806.8155389545
2021-09-29,45197.54449708422,2152252.5873413086,2197450.131838393
2021-09-30,45197.54449708422,2150902.969177246,2196100.5136743304
2021-10-01,45197.54449708422,2145704.420776367,2190901.9652734515
2021-10-04,45197.54449708422,2150998.2242736816,2196195.768770766
2021-10-05,471702.03907079226,1732372.7499389648,2204074.7890097573
2021-10-06,155849.55907079234,2066962.131652832,2222811.6907236245
2021-10-07,155849.55907079234,2051947.4924926758,2207797.0515634683
2021-10-08,588654.3388114173,1615116.3340454102,2203770.6728568273
2021-10-11,140886.75837928843,2107560.4701538086,2248447.228533097
2021-10-12,140886.75837928843,2119519.6998291016,2260406.45820839
2021-10-13,140886.75837928843,2138354.6591186523,2279241.417497941
2021-10-14,140886.75837928843,2148849.9208374023,2289736.679216691
2021-10-18,140886.75837928843,2166232.547668457,2307119.3060477455
2021-10-19,1039321.3170467488,1236780.0979003906,2276101.4149471396
2021-10-20,134461.99602995208,2125238.5833740234,2259700.5794039755
2021-10-21,564311.7100752646,1668072.6030273438,2232384.3131026085
2021-10-22,549426.3244616397,1708736.5592346191,2258162.883696259
2021-10-25,549426.3244616397,1707732.4208068848,2257158.7452685246
2021-10-26,125887.7644616398,2175703.3646850586,2301591.1291466984
