Symbol,Date,Signal,RSI14,BreakoutStrength,ConfirmationScore
PRESTIGE,2026-09-17,False,33.31899252219958,-0.1278992714813213,1
PTCIL,2026-09-17,False,58.69394807535482,-0.06031088082901559,1
PVRINOX,2026-09-17,False,60.1495044715512,-0.00918649188643439,1
RADICO,2026-09-17,False,44.323195948551465,-0.07491502749501733,0
RAILTEL,2026-09-17,False,34.1116552054161,-0.1288642651780597,1
RAINBOW,2026-09-17,False,54.41766022749855,-0.005333169616994371,2
RAMCOCEM,2026-09-17,False,38.23227068551628,-0.09009532605187365,0
RBLBANK,2026-09-17,False,57.641117945909436,-0.038653663739113275,1
RCF,2026-09-17,False,29.601634208043137,-0.14554652874130247,0
REDINGTON,2026-09-17,False,68.0576596194727,-0.007811516172310906,2
RELIANCE,2026-09-17,False,35.86612214059819,-0.06684169211248125,0
RELINFRA,2026-09-17,False,22.098093312250924,-0.20877931819935402,1
RHIM,2026-09-17,False,39.88028837733793,-0.055734682663637014,0
RITES,2026-09-17,False,38.465029754974736,-0.06828877366225095,0
RKFORGE,2026-09-17,False,49.302859966957044,-0.08054739366955854,0
RPOWER,2026-09-17,False,33.01842970284545,-0.115546222191377,0
RRKABEL,2026-09-17,False,32.662377311140204,-0.1988404179633756,0
RVNL,2026-09-17,False,33.950204154524414,-0.12827386683478725,0
SAGILITY,2026-09-17,False,48.87546806949692,-0.06169720365590803,0
SAIL,2026-09-17,False,41.66542131479848,-0.12913023158871428,0
SAILIFE,2026-09-17,False,55.080977346075464,-0.08915736524933704,1
SAMMAANCAP,2026-09-17,False,33.663236033697444,-0.11664595515091225,0
SAPPHIRE,2026-09-17,False,58.16700724615202,-0.09869384576323004,2
SARDAEN,2026-09-17,False,48.217812187319055,-0.08657655458192559,1
SAREGAMA,2026-09-17,False,45.34996463484761,-0.06774006977872316,0
SBFC,2026-09-17,False,41.65738834770118,-0.10604463798782193,0
SBICARD,2026-09-17,False,46.804357750465016,-0.05637035228587961,0
SBILIFE,2026-09-17,False,53.732662722885415,-0.019315051174407682,2
SBIN,2026-09-17,False,38.60831688884089,-0.06928366114854789,1
SCHAEFFLER,2026-09-17,False,49.29608910260408,-0.05034980553449697,1
SCHNEIDER,2026-09-17,False,44.794586091498,-0.06757174211476924,0
SCI,2026-09-17,False,34.054681666421715,-0.11096480359723548,0
SHREECEM,2026-09-17,False,26.646893461220074,-0.13046921401702638,0
SHRIRAMFIN,2026-09-17,False,34.58679458321414,-0.12872154115586687,1
SHYAMMETL,2026-09-17,False,58.04514584871309,-0.03060306030603055,1
SIEMENS,2026-09-17,False,35.259472013874756,-0.09300137644621287,1
SIGNATURE,2026-09-17,False,39.213452559322185,-0.06982760124018628,1
SJVN,2026-09-17,False,40.773622516085204,-0.05239282504201026,0
SOBHA,2026-09-17,False,29.19351393423399,-0.09503159078889756,0
SOLARINDS,2026-09-17,False,35.62018932975303,-0.1711453744493392,1
SONACOMS,2026-09-17,False,46.10939029378077,-0.0783175066184093,1
SONATSOFTW,2026-09-17,False,46.05424091140789,-0.1147257604910592,0
SRF,2026-09-17,False,45.911224924317,-0.04229607250755285,1
STARHEALTH,2026-09-17,False,45.65268074615886,-0.04741273487177122,1
SUMICHEM,2026-09-17,False,25.939109436280262,-0.19217803819060086,0
SUNDARMFIN,2026-09-17,False,55.220699747870874,-0.04152277752629452,1
SUNDRMFAST,2026-09-17,False,57.900986056299686,-0.08944477758864366,1
SUNPHARMA,2026-09-17,False,43.435206913178206,-0.059199917930964796,0
SUNTV,2026-09-17,False,47.854369702556944,-0.03551940742673376,0
SUPREMEIND,2026-09-17,False,38.906500552801106,-0.09854450071597032,0
SUZLON,2026-09-17,False,26.146120350394682,-0.10536274241679489,0
SWANCORP,2026-09-17,False,43.6484654369259,-0.08102114417641681,0
SWIGGY,2026-09-17,False,49.65091032777553,-0.05631399317406138,0
SYNGENE,2026-09-17,False,34.08988873353586,-0.09368292680087886,0
SYRMA,2026-09-17,False,62.97025219712131,-0.025481957125376486,2
TARIL,2026-09-17,False,29.342331650727715,-0.15583425693456987,0
TATACHEM,2026-09-17,False,78.13768304982104,-0.011040624628212203,2
TATACOMM,2026-09-17,False,58.43668197513658,-0.015496248206140706,2
TATACONSUM,2026-09-17,False,43.20563641388785,-0.056759971839887124,1
TATAELXSI,2026-09-17,False,34.63622961740184,-0.10477552906505183,0
TATAINVEST,2026-09-17,False,66.33684441294027,-0.04157230140843604,2
TATAPOWER,2026-09-17,False,51.4382188083363,-0.02869174538458774,1
TATASTEEL,2026-09-17,False,53.23318436410888,-0.015610224463642797,1
TATATECH,2026-09-17,False,40.32049425470225,-0.10735294117647054,0
TBOTEK,2026-09-17,False,47.89045314955726,-0.058457170758928534,0
TCS,2026-09-17,False,39.47564277873569,-0.08723379509384499,1
TECHM,2026-09-17,False,46.42699995132247,-0.0533656761673742,1
TECHNOE,2026-09-17,False,49.529599659356805,-0.054536714155514865,0
TEJASNET,2026-09-17,False,44.509723924939884,-0.1582369777208935,0
THELEELA,2026-09-17,False,47.845495105637376,-0.09067509273343888,0
THERMAX,2026-09-17,False,28.126118699888224,-0.1221101819970487,0
TIINDIA,2026-09-17,False,37.496970870414906,-0.12557198895419752,0
TIMKEN,2026-09-17,False,48.86647359369942,-0.04092137980841615,0
TITAGARH,2026-09-17,False,45.73139299775284,-0.08582003141745587,0
TITAN,2026-09-17,False,36.93579503814162,-0.06665127774783053,1
TMPV,2026-09-17,False,50.01674036306347,-0.03096591641032398,2
TORNTPHARM,2026-09-17,False,46.52538063183673,-0.0377023292538492,1
TORNTPOWER,2026-09-17,False,45.28888418090923,-0.03842097262467081,0
TRENT,2026-09-17,False,39.870910186697756,-0.06346541302887843,0
TRIDENT,2026-09-17,False,22.47383120157079,-0.07606083480176795,0
TRITURBINE,2026-09-17,False,41.16951161800807,-0.07822200307070348,0
TRIVENI,2026-09-17,False,28.952241204431175,-0.2618291474954604,0
TTML,2026-09-17,False,44.85147909991079,-0.09530865704571756,0
TVSMOTOR,2026-09-17,False,43.11727520039553,-0.08536064325733084,1
UBL,2026-09-17,False,20.127013704905167,-0.12258436257170136,1
UCOBANK,2026-09-17,False,26.93249087777373,-0.10779123766652776,0
ULTRACEMCO,2026-09-17,False,30.76014782114285,-0.08934010152284266,0
UNIONBANK,2026-09-17,False,43.71164433512044,-0.07403943928453072,0
UNITDSPR,2026-09-17,False,32.73120247777061,-0.11091212850597854,0
UNOMINDA,2026-09-17,False,44.95620750135186,-0.07839388145315485,0
UPL,2026-09-17,False,38.190412569948315,-0.061336717428087995,0
USHAMART,2026-09-17,False,49.605752659967045,-0.06357452233618088,1
UTIAMC,2026-09-17,False,48.814157859917316,-0.026814734561213416,0
VBL,2026-09-17,False,45.3682827494881,-0.07244916751874908,0
VEDL,2026-09-17,False,37.78517389717091,-0.11529205427137024,0
VENTIVE,2026-09-17,False,35.96359550821613,-0.07909836065573772,0
VGUARD,2026-09-17,False,52.36899887189612,-0.0548239180238238,1
VIJAYA,2026-09-17,False,56.93745299040414,-0.04556402054123099,2
VMM,2026-09-17,False,38.5749906164605,-0.12270366962632973,0
VOLTAS,2026-09-17,False,32.57743625566292,-0.08835341365461846,0
VTL,2026-09-17,False,40.37694571427126,-0.12001252758949921,0
WAAREEENER,2026-09-17,False,31.21185807334362,-0.0931426475980931,0
WELCORP,2026-09-17,False,56.10660807292631,-0.11652542168568014,1
WELSPUNLIV,2026-09-17,False,69.98210721087705,-0.01736111111111116,1
WHIRLPOOL,2026-09-17,False,32.16472031082853,-0.15290553851921052,0
WIPRO,2026-09-17,False,34.15507468782073,-0.09810301411119582,1
WOCKPHARMA,2026-09-17,False,53.51830816131776,-0.08825723178956191,1
YESBANK,2026-09-17,False,54.562413727779564,-0.040249012670097284,2
ZEEL,2026-09-17,False,28.123835487841262,-0.29214499229164237,0
ZENSARTECH,2026-09-17,False,40.853350017286694,-0.10989119352073196,0
ZENTEC,2026-09-17,False,38.403541638013635,-0.17712971994368654,0
ZFCVINDIA,2026-09-17,False,39.53947413279168,-0.09134152687778707,0
ZYDUSLIFE,2026-09-17,False,50.85255019989374,-0.05321548713730817,1
