Symbol,EntryDate,ExitDate,EntryPrice,ExitPrice,Shares,PnL,ReturnPct,HoldingSessions,ExitReason
BAJFINANCE,2020-12-18,2020-12-22,514.3961733398437,485.46891421032365,502,-14521.48408301908,-0.056235369990610025,2,Stop/Trailing Stop
WIPRO,2020-12-24,2021-01-08,187.1496,204.32304057305657,1403,24094.337123998383,0.09176317006852582,10,Stop/Trailing Stop
INFY,2020-12-23,2021-01-14,1182.9455999999998,1318.6275256213778,228,30935.479041674174,0.11469836450752934,15,Stop/Trailing Stop
DIVISLAB,2020-12-18,2021-01-15,3714.2690888671873,3641.8842087890625,74,-5356.481125781254,-0.019488324175296,19,RSI Exit
HCLTECH,2020-12-23,2021-01-15,879.8533444335936,996.9536525869567,275,32202.584742174833,0.1330907120990106,16,Stop/Trailing Stop
CIPLA,2020-12-24,2021-01-18,796.9870555664062,801.1086,306,1261.192596679699,0.005171406994389225,16,RSI Exit
UPL,2021-01-11,2021-01-18,485.388,523.7388669174742,483,18523.46872114006,0.0790107438121137,5,Stop/Trailing Stop
HDFCBANK,2021-01-20,2021-01-27,746.4967444335937,713.602944878259,405,-13321.988819910563,-0.04406422372316302,4,Stop/Trailing Stop
ITC,2021-01-18,2021-01-29,207.09602534179686,196.30617866740917,1412,-15235.263504235423,-0.05210069414214898,8,Stop/Trailing Stop
TMPV,2021-01-18,2021-02-01,246.19679999999997,258.74723188926976,681,8546.844116592722,0.05097723402282152,9,Stop/Trailing Stop
UPL,2021-01-19,2021-02-02,525.3699722167968,540.7304331386481,397,6098.102985974954,0.029237416933133538,9,Stop/Trailing Stop
TCS,2021-01-15,2021-02-15,3157.524,3137.338217578125,92,-1857.0919828125043,-0.006392914961810282,20,Max Holding
ICICIBANK,2021-02-02,2021-02-19,552.4416,633.9851888911428,397,32372.804789783666,0.14760580827211914,13,Stop/Trailing Stop
LT,2021-02-02,2021-02-22,1346.8265999999999,1477.5656336445297,170,22225.6357195701,0.09707191233417131,14,Stop/Trailing Stop
BAJAJFINSV,2021-02-02,2021-02-26,875.6999999999999,986.945450570752,208,23139.05371871643,0.12703602897196767,18,Stop/Trailing Stop
SBIN,2021-02-03,2021-03-03,315.25199999999995,404.7259478027344,590,52789.62920361335,0.2838172249588726,20,Max Holding
HINDALCO,2021-02-23,2021-03-10,310.248,332.907795258793,680,15408.660775979253,0.07303768359116906,11,Stop/Trailing Stop
ADANIPORTS,2021-02-16,2021-03-17,618.4443722167969,696.9281719702659,344,26998.427115193364,0.12690518869489598,20,Stop/Trailing Stop
RELIANCE,2021-03-04,2021-03-18,979.6473492187499,926.4575813476561,297,-15797.36105771485,-0.054294811202736985,9,RSI Exit
TATASTEEL,2021-02-24,2021-03-25,69.01516708374022,72.25715043945313,2718,8811.710760827671,0.04697494033129285,20,Max Holding
NTPC,2021-03-03,2021-03-25,108.53675694580079,102.9176,2122,-11923.85103898929,-0.05177192597164843,15,RSI Exit
JSWSTEEL,2021-03-22,2021-04-01,420.4360861083984,473.0874625234853,495,26062.43132546803,0.12523039328625124,7,Stop/Trailing Stop
JSWSTEEL,2021-04-05,2021-04-08,470.92642778320317,566.9639308935497,466,44753.47644942146,0.20393313571808833,3,Stop/Trailing Stop
ITC,2021-03-22,2021-04-12,211.04713597412103,200.07136242021826,1529,-16781.957763917337,-0.05200626629327317,13,Stop/Trailing Stop
INFY,2021-03-12,2021-04-13,1357.9855444335935,1396.0323043945311,240,9131.222390624986,0.028017058146820317,20,Max Holding
TITAN,2021-03-31,2021-04-22,1511.2079999999999,1479.6652956054688,200,-6308.540878906206,-0.020872510200138587,13,RSI Exit
JSWSTEEL,2021-04-09,2021-04-29,572.4576,670.804680819867,368,36191.72574171107,0.17179801756473673,12,Stop/Trailing Stop
TATASTEEL,2021-03-31,2021-05-03,78.0624,106.3898184753418,2454,69515.48493848878,0.36288172635406807,20,Max Holding
DIVISLAB,2021-04-28,2021-05-27,3821.404777734375,4075.9365912109374,82,20871.608705078135,0.06660687058319659,20,Max Holding
BAJAJFINSV,2021-04-29,2021-05-28,1020.8159999999999,1170.3828903320311,273,40831.76106064452,0.14651699261378273,20,Max Holding
ICICIBANK,2021-04-29,2021-05-28,598.4784,642.5355478027344,421,18548.059224951197,0.07361526799084886,20,Max Holding
JSWSTEEL,2021-04-30,2021-05-31,672.5375999999999,710.3313043945312,324,12245.160223828163,0.056195674999481623,20,Max Holding
SBILIFE,2021-05-04,2021-06-02,922.6875722167968,983.6125043945311,330,20105.227618652338,0.06602986104100175,20,Max Holding
ADANIPORTS,2021-06-03,2021-06-14,803.5923722167968,747.6516588613242,344,-19243.605394282582,-0.06961329560801341,7,Stop/Trailing Stop
M&M,2021-05-31,2021-06-18,829.6632,780.0876243571388,387,-19185.74777378724,-0.059753856315262734,14,Stop/Trailing Stop
WIPRO,2021-05-28,2021-06-25,263.8359,273.531,1349,13078.689900000056,0.03674670505416451,20,Max Holding
RELIANCE,2021-06-01,2021-06-25,970.8486899414063,970.4263454589843,384,-162.18028125003912,-0.0004350260620400762,18,RSI Exit
ASIANPAINT,2021-06-01,2021-06-29,2940.3504,2999.0987999999998,127,7461.046800000011,0.019980067681729392,20,Max Holding
INFY,2021-06-15,2021-07-13,1472.1768,1543.7139912109374,258,18456.595332421886,0.04859279891582149,20,Max Holding
HINDUNILVR,2021-06-21,2021-07-14,2421.9359999999997,2412.9182175781248,143,-1289.5428863281268,-0.0037233776705391944,17,RSI Exit
MARUTI,2021-06-28,2021-07-19,7546.031999999999,7234.675502024865,49,-15256.468400781625,-0.04126095648350487,15,Stop/Trailing Stop
DRREDDY,2021-07-02,2021-07-20,1086.0681111328124,1067.955010546875,348,-6303.359003906255,-0.01667768383977762,12,RSI Exit
AXISBANK,2021-06-28,2021-07-27,738.1400277832031,731.1146521972656,504,-3540.789295312483,-0.009517673234760366,20,RSI Exit
LT,2021-07-15,2021-07-28,1514.7608888671873,1569.3844850241958,246,13437.404654624057,0.03606087043735237,8,Stop/Trailing Stop
HINDALCO,2021-07-28,2021-07-29,404.3232,429.16700932817196,858,21315.988403571595,0.06144542120801385,1,Stop/Trailing Stop
TATASTEEL,2021-07-29,2021-07-29,133.30655694580076,137.07276646619817,2528,9520.977667564643,0.028252245100956707,0,Stop/Trailing Stop
ASIANPAINT,2021-07-22,2021-07-30,2998.3967999999995,2956.0831912109375,125,-5289.201098632708,-0.014112077757374098,6,RSI Exit
GRASIM,2021-07-14,2021-08-09,1535.127999609375,1504.95620390625,243,-7331.74635585933,-0.01965425404969635,17,RSI Exit
DIVISLAB,2021-07-20,2021-08-18,4753.75015546875,4906.52183515625,74,11305.104296875012,0.032137086445687614,20,Max Holding
HINDALCO,2021-07-30,2021-08-20,420.83639999999997,403.32707390136716,662,-11591.173877294932,-0.04160601625390016,14,RSI Exit
SUNPHARMA,2021-08-02,2021-08-20,703.5123722167968,754.4383530654485,473,24087.988941412186,0.07238818087616805,13,Stop/Trailing Stop
TATASTEEL,2021-07-30,2021-08-30,137.60999999999999,143.94474956054688,2201,13942.783782763698,0.04603407863198087,20,Max Holding
BAJFINANCE,2021-08-20,2021-08-31,643.9147444335937,713.8502432005432,600,41961.29926016973,0.10860987323479737,7,Stop/Trailing Stop
TECHM,2021-08-10,2021-09-08,1291.4323444335937,1426.7076956054686,299,40447.33000039059,0.10474830660308804,20,Max Holding
HINDUNILVR,2021-08-23,2021-09-17,2491.9919999999997,2705.390213267659,158,33716.917696290126,0.0856335868123409,18,Stop/Trailing Stop
BRITANNIA,2021-08-23,2021-09-21,3642.912,4072.289608789062,107,45943.40414042969,0.11786658826484486,20,Max Holding
AXISBANK,2021-08-31,2021-09-21,756.6048,772.8114038504709,469,7600.89720587089,0.021420170544081907,14,Stop/Trailing Stop
BAJFINANCE,2021-09-01,2021-09-21,716.5727999999999,742.6324810535358,550,14332.824579444714,0.03636710890161592,13,Stop/Trailing Stop
ONGC,2021-09-22,2021-10-05,129.70368610839841,153.1434450893027,2785,65279.728761818435,0.18071775509382798,9,Stop/Trailing Stop
GRASIM,2021-09-09,2021-10-08,1557.0583716796873,1591.1940431640624,272,9284.902643750014,0.021923180341370866,20,Max Holding
KOTAKBANK,2021-09-20,2021-10-19,383.5065722167969,406.7443513183594,1096,25468.605895312503,0.06059290970488544,20,Max Holding
ITC,2021-09-22,2021-10-19,226.41792802734372,239.24035392311765,1892,24260.029794804228,0.05663167226857311,18,Stop/Trailing Stop
BAJFINANCE,2021-09-22,2021-10-21,748.7134822265624,773.1109964843749,556,13565.017927343783,0.03258591548967167,20,Max Holding
INFY,2021-10-20,2021-10-22,1815.4511999999997,1727.9496343926414,249,-21787.889836232178,-0.04819824713953102,2,Stop/Trailing Stop
RELIANCE,2021-10-11,2021-11-02,1194.0468811523438,1153.1954793945313,375,-15319.275659179664,-0.03421256099960481,15,RSI Exit
ONGC,2021-10-06,2021-11-04,150.11999999999998,151.9283630493164,2104,3804.7958557617967,0.01204611676869467,20,Max Holding
ICICIBANK,2021-10-26,2021-11-17,800.6399999999999,756.2414886166941,529,-23486.812521768734,-0.05545377620816565,15,Stop/Trailing Stop
SBIN,2021-11-04,2021-11-17,524.4191999999999,492.26159834320816,708,-22767.58197300858,-0.06132041248068679,8,Stop/Trailing Stop
LT,2021-10-20,2021-11-18,1811.2478888671874,1895.4823999999999,250,21058.62778320315,0.04650634054596225,20,Max Holding
KOTAKBANK,2021-10-22,2021-11-22,406.52497221679687,390.7771243408203,1095,-17243.893424194306,-0.038737713430254714,19,RSI Exit
ULTRACEMCO,2021-11-09,2021-11-22,7946.351999999999,7564.175573640601,56,-21401.879876126302,-0.04809457551835085,8,Stop/Trailing Stop
TMPV,2021-11-18,2021-11-22,520.6662,481.2748754898593,561,-22098.53305018897,-0.07565562064551293,1,Stop/Trailing Stop
MARUTI,2021-11-18,2021-11-25,8041.427999999999,7590.333774655727,49,-22103.617041869322,-0.05609628356359989,4,Stop/Trailing Stop
NESTLEIND,2022-01-03,2022-01-19,969.5249999999999,935.1633355568484,434,-14912.962368327717,-0.03544175183017604,12,Stop/Trailing Stop
LT,2022-01-04,2022-01-19,1896.5159999999998,1987.5563055048183,215,19573.665683535975,0.048003974395585645,11,Stop/Trailing Stop
SUNPHARMA,2022-01-03,2022-01-21,835.1175722167968,808.103,505,-13642.358969482419,-0.032348226304336314,14,RSI Exit
TITAN,2022-01-03,2022-01-24,2449.2578888671874,2401.1276087890624,170,-8182.147613281268,-0.019650964603154127,15,RSI Exit
TCS,2022-01-04,2022-01-27,3752.9999999999995,3627.8749174746963,113,-14139.13432535925,-0.0333400166600861,16,Stop/Trailing Stop
POWERGRID,2022-01-21,2022-02-14,155.44925694580076,151.2663869506836,2702,-11302.114726806583,-0.026908266255499528,15,RSI Exit
ONGC,2022-01-20,2022-02-15,165.4322430541992,156.28248567581585,2379,-21767.272803173983,-0.05530818665975343,17,Stop/Trailing Stop
SUNPHARMA,2022-02-02,2022-02-23,848.0779444335936,839.5778,413,-3510.5596510741743,-0.010022833973439362,15,RSI Exit
AXISBANK,2022-02-03,2022-02-24,790.632,746.9163981531586,491,-21464.360506799072,-0.055291971292385445,15,Stop/Trailing Stop
BAJAJ-AUTO,2022-02-04,2022-03-02,3552.8399999999997,3360.5526909223418,112,-21536.178616697667,-0.054122141463634095,17,Stop/Trailing Stop
TITAN,2022-03-21,2022-04-07,2602.180177734375,2456.383417578125,125,-18224.59501953126,-0.05602869524707167,13,RSI Exit
RELIANCE,2022-03-23,2022-04-08,1136.2439619140623,1181.2949080544736,329,14821.761280195322,0.03964900818000444,12,Stop/Trailing Stop
ITC,2022-03-21,2022-04-20,236.34389223632812,249.72471237792965,1688,22586.824399023433,0.05661589142410176,20,Max Holding
JSWSTEEL,2022-03-24,2022-04-25,703.4623444335937,715.1274521972656,419,4887.680152978515,0.016582419593566534,20,Max Holding
UPL,2022-03-25,2022-04-26,795.636,811.7000956054687,459,7373.4198829101515,0.020190257360738754,20,Max Holding
BPCL,2022-04-12,2022-04-27,192.72905694580078,183.75141924653977,2130,-19122.368299425987,-0.046581651161120535,9,Stop/Trailing Stop
GRASIM,2022-04-11,2022-05-04,1670.6977945312499,1614.5325351562499,212,-11907.034987499996,-0.03361784492614258,14,RSI Exit
RELIANCE,2022-04-22,2022-05-06,1270.555548925781,1211.4471413070526,320,-18914.69043799315,-0.04652170278481967,9,Stop/Trailing Stop
DRREDDY,2022-07-12,2022-07-25,876.5306811035156,865.4170973632812,446,-4956.658348144556,-0.01267905845148842,9,RSI Exit
EICHERMOT,2022-07-12,2022-08-02,2931.3432,2958.9515094500975,114,3147.3472773111425,0.009418313573824362,15,Stop/Trailing Stop
SBILIFE,2022-07-19,2022-08-08,1166.3823111328124,1250.8995320151541,343,28989.406762643193,0.07246099334296055,14,Stop/Trailing Stop
ICICIBANK,2022-07-12,2022-08-10,755.6039999999999,848.071,520,48082.840000000084,0.12237494772394028,20,Max Holding
ITC,2022-07-12,2022-08-10,282.3598625976562,299.419482836914,1400,23883.468334960926,0.06041800729860325,20,Max Holding
APOLLOHOSP,2022-07-26,2022-08-22,4147.3152,4021.6799824218747,92,-11558.440017187502,-0.030293144243805012,17,RSI Exit
HDFCBANK,2022-08-10,2022-08-30,714.5712,729.4692891869765,589,8774.974531129235,0.020848991936670037,13,Stop/Trailing Stop
INDUSINDBK,2022-08-03,2022-09-05,1033.8264,1107.1136,337,24697.786399999983,0.07088927115809768,20,Max Holding
HINDALCO,2022-08-11,2022-09-12,423.38842778320316,430.80507390136717,714,5295.485328369075,0.0175173567142503,20,Max Holding
LT,2022-08-11,2022-09-12,1831.464,1960.3305043945313,232,29897.02901953127,0.0703625648085528,20,Max Holding
EICHERMOT,2022-08-24,2022-09-22,3363.6888,3745.7509999999997,110,42026.842000000004,0.11358428877249288,20,Max Holding
AXISBANK,2022-09-13,2022-09-26,789.6311999999999,755.1634811804697,551,-18991.71306956117,-0.043650401376655656,9,Stop/Trailing Stop
ADANIPORTS,2022-09-13,2022-09-26,915.4317722167968,861.9970345630235,419,-22389.155076930998,-0.05837107611458192,9,Stop/Trailing Stop
TITAN,2022-09-01,2022-09-29,2547.0359999999996,2529.4748,165,-2897.59799999994,-0.006894759241722393,20,RSI Exit
ITC,2022-09-06,2022-10-04,313.1978066894531,320.249942578125,1366,9633.217623925826,0.022516555793330808,20,Max Holding
BRITANNIA,2022-09-23,2022-10-24,3767.0111999999995,3789.665791210937,116,2627.9325804687687,0.0060139431523159965,20,Max Holding
AXISBANK,2022-10-20,2022-11-02,819.1047722167968,868.64073200859,511,25312.875453606306,0.06047573091013834,8,Stop/Trailing Stop
SUNPHARMA,2022-10-18,2022-11-14,977.081027783203,1008.7117122733094,435,13759.347753196314,0.03237263194217375,17,Stop/Trailing Stop
COALINDIA,2022-10-19,2022-11-15,238.69079999999997,231.96427390136722,1750,-11771.420672607317,-0.02818091899073091,17,RSI Exit
ITC,2022-11-03,2022-11-18,335.8444190185547,328.1395303955078,1317,-10147.338316552748,-0.022941839097886593,10,RSI Exit
NESTLEIND,2022-10-20,2022-11-21,970.1680311035155,987.2945539550781,440,7535.670054687478,0.01765315110629024,20,Max Holding
ONGC,2022-11-16,2022-11-22,140.112,133.92439217046012,3097,-19163.021448085026,-0.044161869286998154,4,Stop/Trailing Stop
ICICIBANK,2022-10-25,2022-11-24,925.7399999999999,938.0988956054689,475,5870.475412597763,0.013350287991735236,20,Max Holding
HCLTECH,2022-11-25,2022-12-09,1106.8847999999998,1065.8010194475955,390,-16022.67441543768,-0.037116582098159004,10,Stop/Trailing Stop
INFY,2022-11-25,2022-12-12,1590.2712,1545.9621912109374,272,-12052.050390625023,-0.02786254872066009,11,RSI Exit
HINDALCO,2022-11-15,2022-12-13,435.34799999999996,457.7335260986328,737,16498.132734692423,0.05141984366215733,20,Max Holding
INDUSINDBK,2022-11-24,2022-12-22,1176.9407999999999,1179.2059043945312,364,824.4979996093898,0.001924569523404483,20,Max Holding
APOLLOHOSP,2022-11-25,2022-12-23,4633.704,4696.389782421875,80,5014.862593750004,0.013528223300814005,20,Max Holding
HINDUNILVR,2022-12-12,2022-12-23,2726.879711132812,2626.632064700496,157,-15738.880489873642,-0.03676276809095876,9,Stop/Trailing Stop
BPCL,2022-12-13,2022-12-23,169.1101861083984,161.41449493537823,2545,-19585.534035336343,-0.04550696412862612,8,Stop/Trailing Stop
ONGC,2022-12-15,2022-12-23,144.46548610839844,139.68816304931642,2986,-14265.086654418963,-0.033068957768206404,6,RSI Exit
JSWSTEEL,2022-12-30,2023-01-06,756.6048,727.7672956054687,551,-15889.464921386738,-0.038114355598234756,5,RSI Exit
AXISBANK,2023-01-04,2023-01-16,945.5057999999999,912.4195043945311,441,-14591.056362011703,-0.03499322331546641,8,RSI Exit
LT,2023-01-19,2023-01-27,2222.7767999999996,2129.8565966110505,191,-17747.75884728931,-0.04180365900388617,5,Stop/Trailing Stop
HDFCLIFE,2023-01-04,2023-01-31,570.4559999999999,578.3868956054687,725,5749.899313964881,0.01390272975561446,18,RSI Exit
TATASTEEL,2023-01-03,2023-02-01,114.4915215270996,121.95236304931639,3007,22434.75045730587,0.06516501329271651,20,Max Holding
HINDALCO,2023-01-03,2023-02-01,476.3307722167969,467.4757260986328,708,-6269.372651660233,-0.018590119796278646,20,Max Holding
TCS,2023-01-19,2023-02-17,3382.7039999999997,3498.348982421875,126,14571.267785156262,0.03418714212708978,20,Max Holding
TECHM,2023-02-17,2023-03-09,1075.86,1059.152,372,-6215.375999999989,-0.015529901660067269,13,RSI Exit
ONGC,2023-02-17,2023-03-20,150.11999999999998,152.1781630493164,2790,5742.2749075928,0.013710118900322516,20,Max Holding
TMPV,2023-04-11,2023-05-08,452.41162778320313,479.2615278565146,914,24540.80866700667,0.05934838634646676,17,Stop/Trailing Stop
TITAN,2023-04-06,2023-05-09,2562.048,2746.201182421875,161,29648.66236992192,0.07187733501553262,20,Max Holding
BAJAJ-AUTO,2023-04-06,2023-05-09,3997.1951999999997,4525.227017578125,103,54387.27721054695,0.13210058332355792,20,Max Holding
LT,2023-04-06,2023-05-09,2171.736,2372.450617578125,191,38336.49195742182,0.09242127845102938,20,Max Holding
DRREDDY,2023-04-06,2023-05-09,930.7439999999999,985.8607043945311,450,24802.516977538995,0.059217899223128055,20,Max Holding
DIVISLAB,2023-05-10,2023-05-18,3306.5430222656246,3164.934871912551,137,-19400.31659837108,-0.04282664686335896,6,Stop/Trailing Stop
TMPV,2023-05-10,2023-05-19,502.4016,505.64386014857723,900,2918.034133719513,0.006453522736745339,7,Stop/Trailing Stop
BAJFINANCE,2023-05-09,2023-06-06,639.9565633300781,710.825903515625,685,48545.49802709959,0.11074085999957736,20,Max Holding
BPCL,2023-05-11,2023-06-06,184.1472,177.34639123968034,2482,-16879.6073431134,-0.03693137207798794,18,Stop/Trailing Stop
INDUSINDBK,2023-05-11,2023-06-08,1155.924,1302.8068956054688,337,49499.535819043,0.12706968244060063,20,Max Holding
ICICIBANK,2023-05-22,2023-06-15,952.2111722167967,925.8586956054688,478,-12596.483820214751,-0.02767503404730907,18,RSI Exit
ADANIPORTS,2023-05-23,2023-06-20,699.4591444335937,737.2097478027343,517,19517.06194184569,0.05397113422501638,20,Max Holding
ULTRACEMCO,2023-06-07,2023-06-26,7894.310399999999,8094.7983304707495,59,11828.78789777431,0.025396509677495203,13,Stop/Trailing Stop
AXISBANK,2023-06-07,2023-07-06,951.8608555664063,980.1652521972657,492,13925.763142382842,0.02973585526218206,20,Max Holding
JSWSTEEL,2023-06-09,2023-07-10,730.3337999999999,809.9514956054687,643,51194.17827431648,0.10901548799394041,20,Max Holding
APOLLOHOSP,2023-06-16,2023-07-17,5043.98215546875,5215.12436484375,94,16087.367681250093,0.03392997915138269,20,Max Holding
HDFCLIFE,2023-06-21,2023-07-20,627.5015999999999,660.5211478027344,697,23014.624818505952,0.052620659138932095,20,Max Holding
ITC,2023-07-21,2023-07-25,462.472709765625,446.47865613829043,1028,-16441.88712889992,-0.034583778219995136,2,Stop/Trailing Stop
DRREDDY,2023-06-27,2023-07-26,998.7783644531249,1094.2539008789063,478,45637.30641152349,0.09559231539627755,20,Max Holding
M&M,2023-07-07,2023-07-27,1479.032255566406,1446.2421043945312,326,-10689.58928203123,-0.0221700041013086,14,RSI Exit
CIPLA,2023-07-27,2023-07-27,1060.848,1113.3167781926054,463,24293.044303176343,0.04945927992757256,0,Stop/Trailing Stop
NTPC,2023-07-26,2023-07-28,196.6572,201.25265902577087,2335,10730.396825174976,0.02336786563507905,2,Stop/Trailing Stop
RELIANCE,2023-07-11,2023-08-08,1241.9196213867187,1253.3214912109374,401,4572.14979951171,0.009180843613282702,20,Max Holding
NTPC,2023-07-31,2023-08-08,202.0114861083984,214.69731200347513,2452,31105.645094728097,0.06279754750316305,6,Stop/Trailing Stop
WIPRO,2023-07-18,2023-08-16,203.66279999999998,209.15753695068358,2446,13440.126581372053,0.02697958071225372,20,Max Holding
SBILIFE,2023-08-09,2023-08-21,1307.9455444335936,1277.5272087890626,399,-12136.915922167886,-0.023256576524907018,7,RSI Exit
CIPLA,2023-07-28,2023-08-25,1115.8919999999998,1211.6131565620085,437,41830.145417597785,0.08577994695007105,19,Stop/Trailing Stop
SUNPHARMA,2023-07-28,2023-08-25,1128.9024,1105.4150087890625,448,-10522.351262499986,-0.020805510920109186,19,RSI Exit
DRREDDY,2023-08-10,2023-08-31,1135.1273466796874,1120.6726903320312,446,-6446.776731054706,-0.012733951296246179,14,RSI Exit
ADANIPORTS,2023-08-22,2023-08-31,840.7720555664062,792.2270096293222,549,-26651.230219459103,-0.0577386529626992,7,Stop/Trailing Stop
LT,2023-08-17,2023-09-07,2671.1351999999997,2749.1972621178084,191,14909.853864501521,0.029224302131097304,15,Stop/Trailing Stop
INFY,2023-08-31,2023-09-28,1428.1416,1438.2983912109376,354,3595.504088671936,0.007111893674225073,19,RSI Exit
M&M,2023-08-31,2023-09-29,1570.2551999999998,1553.0066,322,-5554.049200000009,-0.010984583907125433,20,Max Holding
